ID,age,age_group,credit_card_balance_ratio,debt_ratio,defaulted,gender,marital_status,monthly_income,nb_dependents,nb_late_payments_1month,nb_late_payments_2months,nb_late_payments_3+months,nb_open_loans,nb_special_loans
2448624,51,middle_aged,0.9999999,0.0,0,Male,divorced,,2.0,0,0,0,1,0
8772967,37,young,0.401605193,0.333614153,0,Male,divorced,3560.0,3.0,1,0,0,9,1
8307176,60,middle_aged,0.011299623,0.158892875,0,Male,widowed,1950.0,0.0,0,0,0,9,0
3804690,44,middle_aged,0.08632535599999999,0.372579975,0,Female,married,12034.0,2.0,1,0,0,10,2
3961655,42,middle_aged,0.665333576,0.466266048,0,Male,widowed,3660.0,0.0,0,0,0,4,1
9970057,54,middle_aged,0.975339088,0.488702929,1,Male,single,3584.0,1.0,1,1,4,5,1
7944237,51,middle_aged,0.00115006,2395.0,0,Male,unspecified,,0.0,2,0,0,20,2
8687687,29,young,0.940658528,0.291612342,0,Female,married,2300.0,0.0,0,0,0,6,0
8587305,22,young,0.9999999,0.0,0,Male,divorced,1.0,0.0,0,0,0,1,0
6959814,47,middle_aged,0.9999999,0.600114253,1,Female,widowed,3500.0,0.0,2,1,2,4,3
6053992,45,middle_aged,0.035682057,1823.0,0,Female,married,,,0,0,0,17,2
8238559,38,young,0.08509149099999999,0.256871564,0,Male,divorced,2000.0,2.0,0,0,0,3,0
5084738,48,middle_aged,0.893003344,0.295769079,0,Male,married,10115.0,3.0,0,0,0,6,1
2008689,62,middle_aged,0.9999999,0.370758123,1,Male,widowed,2769.0,0.0,0,0,0,4,0
8207897,61,middle_aged,0.07245235,493.0,0,Male,unspecified,,0.0,0,0,0,4,0
2613162,29,young,0.9999999,0.017982018,1,Male,divorced,1000.0,0.0,0,0,1,0,0
1541451,33,young,0.9999999,3630.0,0,Male,divorced,0.0,1.0,0,0,0,6,2
9689143,51,middle_aged,0.196593971,1394.0,0,Female,widowed,,0.0,0,0,0,7,1
3871917,46,middle_aged,0.9999999,3571.0,0,Male,widowed,,0.0,0,0,0,4,1
8642460,51,middle_aged,0.848984137,0.28372009800000003,0,Male,divorced,16762.0,1.0,1,0,0,19,1
3855328,63,middle_aged,0.135421434,0.5477313970000001,0,Female,single,11019.0,0.0,0,0,0,16,8
5293227,63,middle_aged,0.04504932,2664.0,0,Female,widowed,,4.0,0,0,0,9,2
1112209,40,senior,0.9999999,0.214177522,0,Female,single,3300.0,2.0,0,0,0,2,1
4371108,105,senior,0.003469246,2.0,0,Male,married,,,0,0,0,4,0
4919298,52,middle_aged,0.988496593,1.7296683330000002,1,Female,married,2200.0,1.0,5,1,0,14,3
5163162,48,middle_aged,0.014596578999999997,0.106575697,0,Male,single,8500.0,2.0,0,0,0,7,0
7853258,67,senior,0.058937608,57.0,0,Male,divorced,,0.0,0,0,0,3,0
2565218,47,middle_aged,0.007314453,0.134966258,0,Female,married,4000.0,0.0,0,0,0,26,0
3430005,69,senior,0.329481695,0.024263432,0,Male,divorced,7500.0,0.0,1,0,0,8,1
6357599,63,middle_aged,0.07666502900000001,0.19925638,0,Female,divorced,5916.0,0.0,0,0,0,7,1
1102605,60,middle_aged,0.0,0.184392265,0,Female,divorced,11583.0,0.0,0,0,0,5,1
7298311,24,young,0.9999999,286.0,0,Male,divorced,,0.0,1,0,1,1,0
3064355,47,middle_aged,0.9999999,650.0,0,Female,widowed,,0.0,1,0,0,2,0
9621508,49,middle_aged,0.048630777,0.014732003,0,Female,single,9570.0,4.0,0,0,0,6,0
3690629,73,senior,0.023921237,0.553722504,0,Male,widowed,2363.0,0.0,0,0,0,6,0
4739461,49,middle_aged,0.98890771,0.5400745570000001,0,Female,single,4291.0,1.0,0,0,0,4,0
8032922,38,young,0.195624888,0.307889282,0,Male,single,8200.0,0.0,0,0,0,10,2
7258177,64,middle_aged,0.18009937899999998,0.292517007,0,Female,married,4850.0,0.0,0,0,0,8,2
5402958,61,middle_aged,0.04379107,1373.0,0,Male,married,,0.0,0,0,0,12,1
9958881,72,senior,0.013015496,0.00595618,0,Male,married,4700.0,0.0,0,0,0,10,0
1643656,47,middle_aged,0.027823564,0.029188325,0,Female,single,2500.0,2.0,0,0,0,7,0
5801975,70,senior,0.9999999,0.286576415,0,Female,married,6130.0,0.0,0,0,0,4,2
6018129,40,senior,0.890336262,0.01981789,0,Female,unspecified,5600.0,3.0,5,0,2,4,0
1497211,64,middle_aged,0.17073170699999998,0.164967563,0,Male,single,4315.0,3.0,0,0,0,4,1
7670981,64,middle_aged,0.296561008,3944.0,0,Male,single,,0.0,0,0,0,4,2
1719129,35,young,0.057222057,0.31725963,0,Male,married,3400.0,0.0,1,0,0,9,0
1189964,60,middle_aged,0.659524538,0.639652944,0,Male,married,5416.0,0.0,0,0,0,11,3
7215204,62,middle_aged,0.07696022200000001,1982.0,0,Male,married,,0.0,0,0,0,9,1
7433186,51,middle_aged,0.964474433,0.109468223,0,Male,married,3854.0,2.0,0,0,0,6,0
6113721,49,middle_aged,0.015050324,1633.0,0,Female,single,,0.0,0,0,0,15,1
7317289,39,young,0.617523322,0.50032113,1,Female,divorced,4670.0,0.0,0,0,0,12,1
9275611,39,young,0.6187741,0.387540453,0,Female,unspecified,7415.0,0.0,0,0,0,8,1
7399999,24,young,0.610367636,0.107841498,0,Male,single,5980.0,0.0,0,0,0,6,0
6249399,60,middle_aged,0.243221622,255.0,0,Female,divorced,0.0,0.0,0,0,0,5,0
6607114,45,middle_aged,0.99090294,0.26847443600000004,1,Male,single,4830.0,3.0,2,0,0,5,0
9843882,79,senior,0.0,0.0,0,Female,widowed,,,0,0,0,4,0
9343061,45,middle_aged,0.731683215,0.452635914,0,Female,widowed,2427.0,1.0,0,0,0,6,0
7808110,64,middle_aged,0.0,533.0,0,Female,single,,0.0,0,0,0,5,0
9695406,53,middle_aged,0.08019445,0.01876436,0,Male,widowed,7833.0,0.0,1,0,0,8,0
8752997,59,middle_aged,0.005949851,9.0,0,Male,divorced,,0.0,0,0,0,2,0
1154248,40,senior,0.02589741,0.14570017400000002,0,Female,widowed,6883.0,0.0,0,0,0,7,1
5852469,51,middle_aged,0.707292707,0.262245918,1,Female,single,3000.0,0.0,0,0,0,3,0
9348389,57,middle_aged,0.35552288600000004,0.256354314,0,Male,divorced,9166.0,0.0,0,0,0,10,2
6402885,58,middle_aged,0.0006634760000000001,2757.0,0,Female,single,,0.0,0,0,0,5,1
9497851,79,senior,0.017908548,0.002501103,0,Male,widowed,6796.0,1.0,0,0,0,4,0
4140268,67,senior,0.268597018,0.330533893,0,Male,married,5000.0,0.0,0,0,0,12,1
8721839,69,senior,0.053667443,0.403852226,0,Male,widowed,9500.0,1.0,0,0,0,5,1
9131572,43,middle_aged,0.94480046,0.898504102,0,Male,married,6216.0,2.0,0,0,0,18,2
4743053,45,middle_aged,0.9999999,2430.0,1,Female,married,,0.0,2,1,1,4,2
5764104,48,middle_aged,0.506807954,0.611100694,0,Male,married,5332.0,1.0,1,0,0,16,1
3243764,49,middle_aged,0.142723225,0.195840555,0,Female,married,5192.0,2.0,0,0,0,10,0
9164492,70,senior,0.002601871,0.17218278199999998,0,Male,divorced,10000.0,0.0,0,1,0,26,1
7596561,27,young,0.881390593,0.292773493,0,Male,married,3500.0,3.0,0,0,0,6,0
6576227,38,young,0.996618144,0.310593075,0,Female,married,2916.0,3.0,0,0,0,4,0
2567823,77,senior,0.000419992,0.0,0,Male,single,8333.0,0.0,0,0,0,5,0
1994774,31,young,0.402136242,0.063920024,0,Female,married,3300.0,0.0,0,0,0,3,0
1555503,45,middle_aged,0.956295638,3248.0,0,Male,married,,0.0,0,0,0,16,1
2510732,60,middle_aged,0.255493441,2431.0,0,Female,widowed,,0.0,1,0,0,16,2
1476294,55,middle_aged,0.621598691,0.726124229,0,Male,divorced,6648.0,0.0,2,0,0,10,2
6475791,32,young,0.0,0.228263312,0,Female,widowed,4450.0,3.0,0,0,0,3,1
1026107,63,middle_aged,0.00602259,0.222444418,0,Female,married,8500.0,0.0,0,0,0,8,1
8541107,82,senior,0.017659776000000002,1183.0,0,Female,divorced,,,0,0,0,8,1
3877888,46,middle_aged,0.76147208,0.494569902,1,Female,married,5800.0,2.0,0,0,0,7,1
2839290,39,young,0.0,0.311975042,0,Male,married,12500.0,3.0,0,0,0,8,3
7902078,40,senior,0.9999999,1571.0,1,Female,single,1.0,1.0,1,0,2,4,2
7148275,85,senior,0.094545051,0.0074206,0,Male,single,3368.0,0.0,0,0,0,4,0
4742577,69,senior,0.004052418,0.253356684,0,Male,married,5138.0,1.0,0,0,0,5,2
1419016,38,young,0.735672623,0.17844217199999998,0,Female,divorced,6354.0,2.0,0,0,0,9,0
4163997,33,young,0.15410394300000002,0.146463384,0,Male,married,4000.0,0.0,0,0,0,8,0
1320215,34,young,0.7521072199999999,0.4309784820000001,0,Male,widowed,4925.0,0.0,1,0,0,10,0
4900912,58,middle_aged,0.12175008,0.404478243,0,Male,divorced,11834.0,0.0,0,0,0,7,1
7438906,36,young,0.013463934,0.570085983,0,Male,divorced,5000.0,0.0,0,0,0,8,1
2440150,41,middle_aged,0.513837539,0.367924528,0,Male,single,6783.0,3.0,2,0,0,14,3
9381556,33,young,0.9632377000000002,0.32251972,0,Male,single,9000.0,1.0,2,1,1,5,1
2724624,32,young,0.891826747,0.192179516,1,Female,single,4500.0,2.0,0,0,0,11,0
1328955,46,middle_aged,0.051912685,1.713602781,0,Male,married,2300.0,0.0,0,0,0,9,4
7141841,64,middle_aged,0.040010469,0.622406639,0,Female,widowed,8916.0,0.0,0,0,0,10,2
8185838,66,senior,0.077196912,0.428013582,0,Female,widowed,5889.0,1.0,0,0,0,6,0
3150720,53,middle_aged,0.058913345,0.161003979,0,Male,divorced,9800.0,3.0,0,0,0,13,2
3033896,31,young,0.471273938,0.14811428599999998,0,Female,divorced,4374.0,0.0,1,0,0,6,0
1116405,62,middle_aged,0.02939285,0.250438853,0,Male,widowed,6835.0,0.0,0,0,0,11,1
7584542,39,young,0.726013699,0.524469391,0,Female,married,5700.0,3.0,0,0,0,4,1
6495269,27,young,0.02432445,2.209876543,0,Male,divorced,890.0,0.0,0,0,0,5,1
6119016,63,middle_aged,0.985750712,0.6871267879999999,0,Male,single,7200.0,1.0,3,0,0,13,2
4606097,59,middle_aged,0.003889981,2488.0,0,Female,divorced,,0.0,0,0,0,11,2
4010992,66,senior,0.154487027,0.386956522,0,Male,single,1839.0,0.0,0,0,0,5,0
4425137,53,middle_aged,0.00258059,0.22074178,0,Male,divorced,12833.0,4.0,0,0,0,19,3
2749475,23,young,0.0,0.0,0,Male,divorced,820.0,0.0,0,0,0,1,0
2199739,43,middle_aged,0.9999999,0.271505376,0,Male,married,7439.0,4.0,1,0,0,7,1
6670947,43,middle_aged,0.110724551,0.368895761,0,Male,widowed,7760.0,3.0,0,0,0,11,1
3162606,81,senior,0.088656747,0.036173251,0,Female,married,2100.0,0.0,0,0,0,4,0
3652830,57,middle_aged,0.184581511,4014.0,0,Male,unspecified,,2.0,0,0,0,16,3
3709768,77,senior,0.000559978,2448.0,0,Male,single,,0.0,0,0,0,7,2
5879158,28,young,0.9999999,0.644142343,1,Male,single,2500.0,1.0,2,0,1,7,1
1464398,43,middle_aged,0.035995637000000004,0.283068349,0,Male,unspecified,6100.0,3.0,0,0,0,10,1
9022743,82,senior,0.054421564000000006,0.263812332,0,Male,widowed,7800.0,0.0,1,0,0,11,2
6258578,45,middle_aged,0.142022729,1.608380755,0,Female,married,3865.0,0.0,0,0,0,9,2
9782221,63,middle_aged,0.027906554,2001.0,0,Male,widowed,,0.0,0,0,0,5,2
3618846,32,young,0.7726363899999998,0.090909091,0,Female,divorced,1957.0,2.0,0,1,0,2,0
2121001,86,senior,0.030922284,0.003977349,0,Male,single,14833.0,0.0,0,0,0,5,0
8897197,36,young,0.170781347,0.15025749800000002,1,Male,divorced,3300.0,1.0,2,0,0,7,0
7816271,43,middle_aged,0.267871885,0.268611944,0,Male,single,11000.0,2.0,0,0,0,13,0
7485831,27,young,0.6012398760000001,0.447490347,0,Male,unspecified,2589.0,1.0,0,0,0,5,1
2272653,63,middle_aged,0.5272180329999999,0.917131321,0,Female,divorced,5200.0,0.0,0,0,0,15,2
9334469,43,middle_aged,0.055447694000000006,0.442441355,0,Male,divorced,9207.0,2.0,0,0,0,5,2
9120080,33,young,0.9999999,2264.0,0,Male,married,,0.0,0,0,0,3,1
5772629,44,middle_aged,0.932192916,0.5305380510000001,0,Male,married,12377.0,3.0,2,0,0,16,6
3826007,44,middle_aged,0.0,0.264802375,0,Male,divorced,6400.0,0.0,0,0,0,5,1
7036148,73,senior,0.024454885,0.17264081899999995,0,Male,married,4100.0,0.0,0,0,0,4,1
7729230,79,senior,0.156975748,0.4781491,0,Female,single,3500.0,0.0,0,0,0,11,2
5455711,69,senior,0.042291651,0.007322911999999998,0,Male,single,7100.0,0.0,0,0,0,8,0
3277906,37,young,0.14366187800000002,0.025794841,0,Male,single,5000.0,0.0,0,0,0,3,0
1636809,69,senior,1.055973636,0.173860034,1,Male,single,4100.0,0.0,2,0,1,12,0
9405792,61,middle_aged,0.00384745,0.238521247,0,Male,widowed,7600.0,0.0,0,0,0,11,1
9945684,71,senior,0.003879282,2174.0,0,Female,divorced,,0.0,0,0,0,20,2
9399014,41,middle_aged,0.011033722,1301.0,0,Male,divorced,,0.0,0,0,0,3,1
1939796,48,middle_aged,0.146790214,0.006665983,0,Female,widowed,9750.0,1.0,0,0,0,5,0
4246688,50,middle_aged,0.928238839,0.29961023600000003,0,Male,divorced,5900.0,1.0,4,0,0,7,1
5590244,61,middle_aged,0.578269597,0.203479178,1,Male,married,5690.0,0.0,0,0,0,13,2
2756499,53,middle_aged,0.305059888,0.585921877,0,Male,single,7500.0,3.0,2,0,0,13,3
1511429,72,senior,0.261945742,0.090232558,0,Male,single,1074.0,0.0,0,0,0,6,0
9691924,84,senior,0.119997303,0.466920514,0,Male,married,2100.0,0.0,0,0,0,10,1
1059948,39,young,0.868562644,0.975576662,0,Female,single,1473.0,0.0,0,0,1,3,1
3660820,24,young,0.98401279,0.07847857499999998,0,Female,widowed,2076.0,0.0,0,0,0,4,0
4725172,34,young,0.9999999,0.0,0,Male,married,,0.0,0,0,0,2,0
6740466,87,senior,0.024186744,0.00368,0,Male,married,6249.0,0.0,0,0,0,7,0
2301383,42,middle_aged,0.171211589,0.07689511,0,Female,divorced,5500.0,2.0,0,0,0,4,0
7501337,48,middle_aged,0.099193387,0.196665404,0,Male,widowed,7916.0,1.0,0,0,0,14,2
8655493,49,middle_aged,0.983274248,0.233942335,0,Male,divorced,7005.0,1.0,0,0,0,4,2
4408899,53,middle_aged,0.568170624,0.631117348,0,Male,married,5700.0,3.0,0,0,0,13,2
3645075,45,middle_aged,0.175856226,0.423624686,0,Male,single,3580.0,3.0,1,0,0,8,1
2940616,75,senior,0.366863314,900.0,0,Female,married,,0.0,0,0,0,2,1
6210083,44,middle_aged,0.014597081,0.032527528,0,Male,divorced,7900.0,0.0,1,0,0,3,0
7030689,50,middle_aged,0.908288187,0.484747501,0,Male,single,3900.0,0.0,6,1,0,11,0
3376875,54,middle_aged,0.631170959,0.7742137049999998,0,Male,married,4800.0,2.0,1,0,0,12,2
8999624,66,senior,0.8632104929999997,0.556988138,0,Female,married,1938.0,0.0,1,1,0,7,2
7957497,32,young,0.001395284,1462.0,0,Male,widowed,,,0,0,0,3,1
9145981,28,young,0.5454848379999999,1.016102165,0,Male,single,1800.0,0.0,0,0,0,13,1
7693862,68,senior,0.01972247,2887.0,0,Female,single,,0.0,0,0,0,9,2
7854105,70,senior,0.047747613,0.003624595,0,Female,single,7724.0,2.0,0,0,0,1,0
6682778,45,middle_aged,0.296756997,0.6400620579999999,0,Female,single,5800.0,0.0,1,0,0,12,3
8626543,50,middle_aged,0.151685257,0.514516844,0,Male,divorced,9023.0,1.0,0,0,0,13,3
4304936,37,young,0.030815802000000007,0.335278009,0,Male,widowed,8398.0,2.0,0,0,0,11,1
9315543,45,middle_aged,0.535785686,4188.0,0,Female,widowed,,,2,1,0,9,2
7718484,47,middle_aged,0.034643361,0.348885649,0,Male,single,4800.0,2.0,0,0,0,8,1
4215010,43,middle_aged,0.07066655,0.420803783,0,Male,married,2537.0,3.0,0,0,0,8,1
7573013,47,middle_aged,0.015461411,0.292595132,0,Female,single,5833.0,3.0,0,0,0,6,1
2286558,86,senior,0.0,0.0,0,Female,unspecified,,0.0,0,0,0,4,0
1538392,68,senior,0.080103479,0.313955149,0,Male,married,7000.0,1.0,0,0,0,9,2
1670892,47,middle_aged,0.68409026,0.199369168,0,Female,divorced,7608.0,1.0,0,0,1,9,1
3796326,45,middle_aged,0.0,2988.0,0,Female,married,,0.0,0,0,0,7,2
8219003,49,middle_aged,0.054534664,0.34364179999999994,0,Male,married,12707.0,2.0,0,0,0,12,1
2138926,35,young,0.027271039,0.138914378,0,Male,married,14166.0,1.0,1,0,0,10,1
1245539,76,senior,0.070156503,0.157768446,0,Female,married,5000.0,0.0,0,1,0,4,1
8249715,48,middle_aged,0.9999999,0.079457961,1,Female,unspecified,3246.0,4.0,1,0,0,3,0
4608300,40,senior,0.340793296,0.5569437770000001,0,Male,single,2080.0,0.0,0,0,0,11,0
1671963,64,middle_aged,0.040927876,0.421377672,0,Female,married,4209.0,0.0,0,0,0,8,3
6173722,57,middle_aged,0.434117176,0.35857104799999995,0,Male,married,3750.0,0.0,0,0,0,16,0
8609991,70,senior,0.012739234,0.008663779,0,Male,married,3000.0,0.0,0,0,0,6,0
8688764,56,middle_aged,0.141624525,0.274745051,0,Male,married,5000.0,0.0,0,0,0,3,1
8620479,68,senior,0.21502082100000006,0.311189103,0,Male,married,11966.0,0.0,0,0,0,14,1
3242606,29,young,0.4214062870000001,0.342776204,0,Female,divorced,3176.0,0.0,0,0,0,6,1
4365941,39,young,0.299049292,0.820206981,0,Female,single,5700.0,3.0,0,0,0,16,2
7818393,50,middle_aged,0.15446711,0.301449758,0,Male,divorced,6000.0,5.0,0,0,0,6,2
2113622,77,senior,0.0399362,0.08998500199999998,0,Male,single,6000.0,0.0,0,0,0,5,0
9518452,65,senior,0.872844739,1795.0,0,Male,single,,1.0,0,0,0,5,0
6782872,34,young,0.107297318,0.531227771,0,Male,divorced,7028.0,1.0,0,0,0,6,2
5186197,78,senior,0.059094091,0.022904926000000003,0,Female,divorced,5500.0,0.0,0,0,0,4,1
6453073,49,middle_aged,0.01857552,0.410764873,0,Female,divorced,6000.0,0.0,0,0,0,13,1
2757758,43,middle_aged,0.344936623,0.341842136,0,Male,married,8500.0,5.0,1,0,0,11,1
5086425,34,young,0.146550493,1.120786517,0,Male,married,2135.0,0.0,0,0,0,5,1
5736374,53,middle_aged,0.176451415,0.394766078,0,Female,married,8100.0,1.0,0,0,0,10,2
6333142,57,middle_aged,0.676760101,1.6107445809999998,0,Male,married,3182.0,1.0,0,0,0,18,2
2894030,58,middle_aged,0.159292035,0.168441578,0,Male,divorced,13333.0,0.0,0,0,0,6,2
1598880,61,middle_aged,0.002696569,0.00029997,0,Female,widowed,10000.0,1.0,0,0,0,5,0
2586922,37,young,0.046772685,0.15997867,0,Female,divorced,7500.0,1.0,0,0,0,8,1
6865327,50,middle_aged,0.797027653,0.615172414,0,Male,married,6524.0,1.0,1,0,0,12,2
8879849,87,senior,0.023894973,25.0,0,Male,single,,,0,0,0,5,0
8167085,37,young,0.407255152,0.293707378,0,Female,single,6451.0,1.0,0,0,0,6,1
9400122,67,senior,0.016117572,0.011931635,0,Female,married,3100.0,0.0,0,0,0,6,0
2010481,65,senior,0.311254648,0.488173456,0,Male,married,7609.0,1.0,0,0,0,23,2
5886208,82,senior,0.0,0.0,0,Male,divorced,,0.0,0,0,0,6,0
9365730,27,young,0.370525895,0.151581243,0,Male,married,2750.0,0.0,0,0,0,3,0
6298559,78,senior,0.9999999,3.0,0,Female,divorced,,,0,0,0,3,0
7041638,57,middle_aged,0.224462955,322.0,0,Male,single,,0.0,0,0,0,3,0
5588161,49,middle_aged,0.516551093,0.256842895,0,Male,married,8000.0,4.0,0,0,0,9,2
4899027,46,middle_aged,0.210848974,3932.0,0,Female,married,,0.0,0,0,0,10,1
8484661,33,young,0.07987631,0.579929988,0,Female,divorced,2570.0,0.0,0,0,0,9,1
2114661,49,middle_aged,0.5658868229999999,0.653925316,0,Female,married,3400.0,0.0,0,2,0,6,1
3941259,37,young,0.15946785300000002,0.473284033,0,Female,married,9600.0,1.0,0,0,0,12,1
5106305,49,middle_aged,0.790524578,0.572528302,0,Male,divorced,6624.0,2.0,0,0,0,9,1
1163391,47,middle_aged,0.026349841,65.0,0,Male,divorced,,0.0,0,0,0,1,0
6199682,75,senior,0.9999999,0.167249825,0,Male,married,2857.0,1.0,0,0,0,2,0
8026884,31,young,0.7120244379999999,0.15188470099999998,0,Female,unspecified,3607.0,4.0,0,0,0,4,0
1618301,29,young,0.0,0.0,0,Male,married,2900.0,0.0,0,0,0,4,0
1156714,71,senior,0.025040858,0.273876782,0,Male,divorced,3716.0,0.0,0,0,0,11,1
5882064,32,young,0.01849815,0.4504517220000001,0,Male,married,7083.0,1.0,0,0,0,11,1
4977774,42,middle_aged,0.99880024,1.108656284,1,Female,widowed,2760.0,3.0,1,1,0,7,3
2257125,63,middle_aged,0.363235766,0.31886096,0,Male,married,5688.0,1.0,0,0,0,16,1
3154797,67,senior,0.015023902,0.00465616,0,Male,widowed,2791.0,0.0,0,0,0,5,0
2320831,65,senior,0.932191292,0.414116687,0,Male,divorced,2450.0,0.0,0,0,0,13,0
1248715,24,young,0.0,0.0,0,Male,married,,0.0,0,0,0,1,0
7203339,45,middle_aged,0.9999999,0.303080766,0,Female,divorced,3602.0,3.0,1,0,0,3,0
8310361,72,senior,0.032499654,0.372625264,0,Female,single,9000.0,0.0,1,0,0,25,3
9098297,27,young,0.972055888,0.065611331,1,Male,married,4800.0,0.0,1,0,0,8,0
5272045,66,senior,0.470932753,0.81934629,0,Male,divorced,4527.0,0.0,0,0,0,20,1
5010547,78,senior,0.122388486,0.020395921,0,Female,widowed,5000.0,1.0,0,0,0,12,0
9020472,74,senior,0.081996511,57.0,0,Male,single,,0.0,0,0,0,3,0
6381684,30,young,0.418826156,0.338341092,0,Male,single,4725.0,1.0,0,0,0,12,0
2943488,61,middle_aged,0.962230615,556.0,0,Male,single,,0.0,2,0,0,4,0
8352322,40,senior,0.974155834,0.6009240539999999,0,Male,single,3462.0,0.0,2,0,0,2,1
6192868,60,middle_aged,0.4415984000000001,1.200799867,0,Male,married,6000.0,1.0,0,0,0,9,5
5730754,45,middle_aged,0.053926826,1834.0,0,Male,married,0.0,2.0,0,0,0,14,1
3336820,62,middle_aged,0.2592046,0.30554374,0,Male,married,7052.0,1.0,1,0,0,16,1
7464321,49,middle_aged,0.32873425300000003,0.444547306,0,Female,single,5400.0,1.0,0,0,0,8,2
1072639,65,senior,0.065144675,82.0,0,Male,widowed,,,0,0,0,3,0
4195656,58,middle_aged,0.370082793,0.312085742,0,Female,single,7090.0,0.0,1,0,0,20,1
